V1,V2,V3,V4,V10,V12,V14,scaled_amount,scaled_time
1.05437903291907,-0.764756419460614,0.160168078968411,0.665587189940565,-0.349941385524786,0.608002176754826,-0.933969225867973,-0.12800645307205982,-0.5395020514485332
-4.80513393557294,4.3511913588915,-0.916134986044381,-0.900752101870072,4.72805980610613,0.649739859935223,-1.66332510046969,-0.3141094358042243,-0.29574120558103234
-1.54983345195159,-0.26114315874432,1.55628863683519,-2.0378166824863,-0.172838142241362,0.0630591067564163,-0.171535170397684,-0.16930054838215816,-1.129485857849631
0.216343575258568,0.663182371945179,1.3035204929848,0.169218968089031,-0.174777481783324,1.11494709795295,0.479423825598821,-0.3390296635348833,-1.982796245889001
-0.27336528555437,0.825649098301864,0.555674288190172,0.384915218371207,-0.1155611284497,-0.221254091770063,0.974854665363153,-0.34198494695166015,1.3912717125831886
-0.355558523211459,1.15216730144035,1.18038317377693,0.871709077027013,-0.18925256447652,0.282446362629217,0.140151904765986,-0.04781443819519582,-1.3948343023877892
-2.8754246415982,-2.90825639710845,2.76302737172799,5.47022622555178,2.91352338099511,-0.189111901142786,-0.599050866400742,-0.021855867642426093,-1.1484829446798095
2.03538309582432,0.0959663696675428,-1.80920827314749,0.236213226530768,-0.223526854026835,0.925427679534504,-0.733618087819107,-0.30943689310472583,1.5098876693764982
-1.97477416438961,1.75783025362284,-0.198483187707092,-2.63090859299818,-0.0750633666076382,-0.225842685542953,0.35299530843615,-0.3493332192312134,-0.14635502278008328
-0.41452532608084,0.548519005747535,-0.101306971633957,-1.09816040681649,-0.134803695957155,-0.251105032668496,0.11829858687104,-0.31003593704055893,-0.26046391019239706
-1.35235841611821,1.56314841875709,-2.84857522755838,-0.54428483449354,-1.27296609740656,0.258311282952218,1.25248615688731,1.104506476773447,0.7488037150725513
-0.972825220535248,-0.0016297052313917,1.07661820837072,-1.827726703405,-0.041400706971145,-0.166635486318233,0.173333907054656,0.9166462984961717,-0.7207957581383077
-1.10333957614809,0.702393875132664,-1.10097464723721,-2.49420939067635,-0.218180745737301,-0.432878825586205,0.371934136657049,-0.3493332192312134,-0.16187703275108278
1.06857758531083,-0.0371991433100934,2.00288632251533,1.74375733863512,-0.627009278542055,-1.3586747803001,0.629696587261935,-0.3413459667534381,-1.816708633092119
1.47031947493886,-1.30695795804754,1.08297034135285,-1.18797136625926,1.25123645138565,-0.77446572344147,-0.981530117846714,-0.2856348807209554,-0.304628977911781
1.24427646039462,-0.148640977285675,0.702794261031185,0.188324325129437,0.0506405965123097,0.609570642495963,-0.0246427999098857,-0.3133905830812246,-0.2255867751693643
0.190290663318873,0.311515991834706,1.60002830195823,0.424589287655221,-0.53965816084183,-0.104192869046757,0.0384781753168693,-0.3493332192312134,-0.5853941270615698
-1.59372881417669,-0.664025848347638,-0.627351115415628,0.0731430363692084,1.04786147680818,0.0445335798733697,-0.242173958637651,-0.34817506762193595,0.4246316967908359
1.9466007961525,-0.469071636589343,-0.268669964539906,0.372501383007292,-0.0063033768009973,0.210983673141208,-0.0264931134089936,-0.2135499271090333,1.1002076992871057
1.66493244334871,-1.09767691720389,-0.709087466549612,-0.77301219449598,-0.351783191744964,1.74540085492221,-0.0287391057051454,0.419839194378548,0.748614165425687
